contentid;pagetitle;tmplvarid;value
7532573;NV2-H-A-8M-PK-SAPW-4P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532573;NV2-H-A-8M-PK-SAPW-4P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532574;NV3-H-A-10M-PK-SAPW-4P;6;assets/images/NV_HA_SAPW.jpg
7532574;NV3-H-A-10M-PK-SAPW-4P;16;"под приварку 1/4"""
7532574;NV3-H-A-10M-PK-SAPW-4P;17;414бар
7532574;NV3-H-A-10M-PK-SAPW-4P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532574;NV3-H-A-10M-PK-SAPW-4P;21;"под приварку 1/4"""
7532574;NV3-H-A-10M-PK-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532574;NV3-H-A-10M-PK-SAPW-4P;82;PEEK
7532574;NV3-H-A-10M-PK-SAPW-4P;83;V
7532574;NV3-H-A-10M-PK-SAPW-4P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532574;NV3-H-A-10M-PK-SAPW-4P;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532574;NV3-H-A-10M-PK-SAPW-4P;96;V-образная (стандарт)
7532574;NV3-H-A-10M-PK-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532574;NV3-H-A-10M-PK-SAPW-4P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532574;NV3-H-A-10M-PK-SAPW-4P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532575;NV3-H-A-12M-PK-SAPW-8P;6;assets/images/NV_HA_SAPW.jpg
7532575;NV3-H-A-12M-PK-SAPW-8P;16;"под приварку 1/2"""
7532575;NV3-H-A-12M-PK-SAPW-8P;17;414бар
7532575;NV3-H-A-12M-PK-SAPW-8P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532575;NV3-H-A-12M-PK-SAPW-8P;21;"под приварку 1/2"""
7532575;NV3-H-A-12M-PK-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532575;NV3-H-A-12M-PK-SAPW-8P;82;PEEK
7532575;NV3-H-A-12M-PK-SAPW-8P;83;V
7532575;NV3-H-A-12M-PK-SAPW-8P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532575;NV3-H-A-12M-PK-SAPW-8P;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532575;NV3-H-A-12M-PK-SAPW-8P;96;V-образная (стандарт)
7532575;NV3-H-A-12M-PK-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532575;NV3-H-A-12M-PK-SAPW-8P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532575;NV3-H-A-12M-PK-SAPW-8P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532576;NV4-H-A-12M-PK-SAPW-8P;6;assets/images/NV_HA_SAPW.jpg
7532576;NV4-H-A-12M-PK-SAPW-8P;16;"под приварку 1/2"""
7532576;NV4-H-A-12M-PK-SAPW-8P;17;414бар
7532576;NV4-H-A-12M-PK-SAPW-8P;18;"{""18"":""1,8"",""25"":""9,5""}"
7532576;NV4-H-A-12M-PK-SAPW-8P;21;"под приварку 1/2"""
7532576;NV4-H-A-12M-PK-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532576;NV4-H-A-12M-PK-SAPW-8P;82;PEEK
7532576;NV4-H-A-12M-PK-SAPW-8P;83;V
7532576;NV4-H-A-12M-PK-SAPW-8P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532576;NV4-H-A-12M-PK-SAPW-8P;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532576;NV4-H-A-12M-PK-SAPW-8P;96;V-образная (стандарт)
7532576;NV4-H-A-12M-PK-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532576;NV4-H-A-12M-PK-SAPW-8P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532576;NV4-H-A-12M-PK-SAPW-8P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532577;NV2-H-6M-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532577;NV2-H-6M-R-SAPW-4P;16;"под приварку 1/4"""
7532577;NV2-H-6M-R-SAPW-4P;17;414бар
7532577;NV2-H-6M-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532577;NV2-H-6M-R-SAPW-4P;21;"под приварку 1/4"""
7532577;NV2-H-6M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532577;NV2-H-6M-R-SAPW-4P;82;PTFE (стандарт)
7532577;NV2-H-6M-R-SAPW-4P;83;R
7532577;NV2-H-6M-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532577;NV2-H-6M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532577;NV2-H-6M-R-SAPW-4P;96;Тонкой регулировки
7532577;NV2-H-6M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532577;NV2-H-6M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532577;NV2-H-6M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532578;NV2-H-8M-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532578;NV2-H-8M-R-SAPW-4P;16;"под приварку 1/4"""
7532578;NV2-H-8M-R-SAPW-4P;17;414бар
7532578;NV2-H-8M-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532578;NV2-H-8M-R-SAPW-4P;21;"под приварку 1/4"""
7532578;NV2-H-8M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532578;NV2-H-8M-R-SAPW-4P;82;PTFE (стандарт)
7532578;NV2-H-8M-R-SAPW-4P;83;R
7532578;NV2-H-8M-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532578;NV2-H-8M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532578;NV2-H-8M-R-SAPW-4P;96;Тонкой регулировки
7532578;NV2-H-8M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532578;NV2-H-8M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532578;NV2-H-8M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532579;NV3-H-10M-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532579;NV3-H-10M-R-SAPW-4P;16;"под приварку 1/4"""
7532579;NV3-H-10M-R-SAPW-4P;17;414бар
7532579;NV3-H-10M-R-SAPW-4P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532579;NV3-H-10M-R-SAPW-4P;21;"под приварку 1/4"""
7532579;NV3-H-10M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532579;NV3-H-10M-R-SAPW-4P;82;PTFE (стандарт)
7532579;NV3-H-10M-R-SAPW-4P;83;R
7532579;NV3-H-10M-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532579;NV3-H-10M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532579;NV3-H-10M-R-SAPW-4P;96;Тонкой регулировки
7532579;NV3-H-10M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532579;NV3-H-10M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532579;NV3-H-10M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532580;NV3-H-12M-R-SAPW-8P;6;assets/images/NV_H_SAPW.jpg
7532580;NV3-H-12M-R-SAPW-8P;16;"под приварку 1/2"""
7532580;NV3-H-12M-R-SAPW-8P;17;414бар
7532580;NV3-H-12M-R-SAPW-8P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532580;NV3-H-12M-R-SAPW-8P;21;"под приварку 1/2"""
7532580;NV3-H-12M-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532580;NV3-H-12M-R-SAPW-8P;82;PTFE (стандарт)
7532580;NV3-H-12M-R-SAPW-8P;83;R
7532580;NV3-H-12M-R-SAPW-8P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532580;NV3-H-12M-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532580;NV3-H-12M-R-SAPW-8P;96;Тонкой регулировки
7532580;NV3-H-12M-R-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532580;NV3-H-12M-R-SAPW-8P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532580;NV3-H-12M-R-SAPW-8P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532581;NV4-H-12M-R-SAPW-8P;6;assets/images/NV_H_SAPW.jpg
7532581;NV4-H-12M-R-SAPW-8P;16;"под приварку 1/2"""
7532581;NV4-H-12M-R-SAPW-8P;17;414бар
7532581;NV4-H-12M-R-SAPW-8P;18;"{""18"":""1,8"",""25"":""9,5""}"
7532581;NV4-H-12M-R-SAPW-8P;21;"под приварку 1/2"""
7532581;NV4-H-12M-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532581;NV4-H-12M-R-SAPW-8P;82;PTFE (стандарт)
7532581;NV4-H-12M-R-SAPW-8P;83;R
7532581;NV4-H-12M-R-SAPW-8P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532581;NV4-H-12M-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532581;NV4-H-12M-R-SAPW-8P;96;Тонкой регулировки
7532581;NV4-H-12M-R-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532581;NV4-H-12M-R-SAPW-8P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532581;NV4-H-12M-R-SAPW-8P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532582;NV2-H-A-6M-R-SAPW-4P;6;assets/images/NV_HA_SAPW.jpg
7532582;NV2-H-A-6M-R-SAPW-4P;16;"под приварку 1/4"""
7532582;NV2-H-A-6M-R-SAPW-4P;17;414бар
7532582;NV2-H-A-6M-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532582;NV2-H-A-6M-R-SAPW-4P;21;"под приварку 1/4"""
7532582;NV2-H-A-6M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532582;NV2-H-A-6M-R-SAPW-4P;82;PTFE (стандарт)
7532582;NV2-H-A-6M-R-SAPW-4P;83;R
7532582;NV2-H-A-6M-R-SAPW-4P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532582;NV2-H-A-6M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532582;NV2-H-A-6M-R-SAPW-4P;96;Тонкой регулировки
7532582;NV2-H-A-6M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532582;NV2-H-A-6M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532582;NV2-H-A-6M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532583;NV2-H-A-8M-R-SAPW-4P;6;assets/images/NV_HA_SAPW.jpg
7532583;NV2-H-A-8M-R-SAPW-4P;16;"под приварку 1/4"""
7532583;NV2-H-A-8M-R-SAPW-4P;17;414бар
7532583;NV2-H-A-8M-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532583;NV2-H-A-8M-R-SAPW-4P;21;"под приварку 1/4"""
7532583;NV2-H-A-8M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532583;NV2-H-A-8M-R-SAPW-4P;82;PTFE (стандарт)
7532583;NV2-H-A-8M-R-SAPW-4P;83;R
7532583;NV2-H-A-8M-R-SAPW-4P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532583;NV2-H-A-8M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532583;NV2-H-A-8M-R-SAPW-4P;96;Тонкой регулировки
7532583;NV2-H-A-8M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532583;NV2-H-A-8M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532583;NV2-H-A-8M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532584;NV3-H-A-10M-R-SAPW-4P;6;assets/images/NV_HA_SAPW.jpg
7532584;NV3-H-A-10M-R-SAPW-4P;16;"под приварку 1/4"""
7532584;NV3-H-A-10M-R-SAPW-4P;17;414бар
7532584;NV3-H-A-10M-R-SAPW-4P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532584;NV3-H-A-10M-R-SAPW-4P;21;"под приварку 1/4"""
7532584;NV3-H-A-10M-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532584;NV3-H-A-10M-R-SAPW-4P;82;PTFE (стандарт)
7532584;NV3-H-A-10M-R-SAPW-4P;83;R
7532584;NV3-H-A-10M-R-SAPW-4P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532584;NV3-H-A-10M-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532584;NV3-H-A-10M-R-SAPW-4P;96;Тонкой регулировки
7532584;NV3-H-A-10M-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532584;NV3-H-A-10M-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532584;NV3-H-A-10M-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532585;NV3-H-A-12M-R-SAPW-8P;6;assets/images/NV_HA_SAPW.jpg
7532585;NV3-H-A-12M-R-SAPW-8P;16;"под приварку 1/2"""
7532585;NV3-H-A-12M-R-SAPW-8P;17;414бар
7532585;NV3-H-A-12M-R-SAPW-8P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532585;NV3-H-A-12M-R-SAPW-8P;21;"под приварку 1/2"""
7532585;NV3-H-A-12M-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532585;NV3-H-A-12M-R-SAPW-8P;82;PTFE (стандарт)
7532585;NV3-H-A-12M-R-SAPW-8P;83;R
7532585;NV3-H-A-12M-R-SAPW-8P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532585;NV3-H-A-12M-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532585;NV3-H-A-12M-R-SAPW-8P;96;Тонкой регулировки
7532585;NV3-H-A-12M-R-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532585;NV3-H-A-12M-R-SAPW-8P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532585;NV3-H-A-12M-R-SAPW-8P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532586;NV4-H-A-12M-R-SAPW-8P;6;assets/images/NV_HA_SAPW.jpg
7532586;NV4-H-A-12M-R-SAPW-8P;16;"под приварку 1/2"""
7532586;NV4-H-A-12M-R-SAPW-8P;17;414бар
7532586;NV4-H-A-12M-R-SAPW-8P;18;"{""18"":""1,8"",""25"":""9,5""}"
7532586;NV4-H-A-12M-R-SAPW-8P;21;"под приварку 1/2"""
7532586;NV4-H-A-12M-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532586;NV4-H-A-12M-R-SAPW-8P;82;PTFE (стандарт)
7532586;NV4-H-A-12M-R-SAPW-8P;83;R
7532586;NV4-H-A-12M-R-SAPW-8P;86;"Угловой<br><img src=""assets/images/NV_HA_s100.jpg"">"
7532586;NV4-H-A-12M-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532586;NV4-H-A-12M-R-SAPW-8P;96;Тонкой регулировки
7532586;NV4-H-A-12M-R-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532586;NV4-H-A-12M-R-SAPW-8P;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532586;NV4-H-A-12M-R-SAPW-8P;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532587;NV2-H-6M-PK-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532587;NV2-H-6M-PK-R-SAPW-4P;16;"под приварку 1/4"""
7532587;NV2-H-6M-PK-R-SAPW-4P;17;414бар
7532587;NV2-H-6M-PK-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532587;NV2-H-6M-PK-R-SAPW-4P;21;"под приварку 1/4"""
7532587;NV2-H-6M-PK-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532587;NV2-H-6M-PK-R-SAPW-4P;82;PEEK
7532587;NV2-H-6M-PK-R-SAPW-4P;83;R
7532587;NV2-H-6M-PK-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532587;NV2-H-6M-PK-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532587;NV2-H-6M-PK-R-SAPW-4P;96;Тонкой регулировки
7532587;NV2-H-6M-PK-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532587;NV2-H-6M-PK-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532587;NV2-H-6M-PK-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532588;NV2-H-8M-PK-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532588;NV2-H-8M-PK-R-SAPW-4P;16;"под приварку 1/4"""
7532588;NV2-H-8M-PK-R-SAPW-4P;17;414бар
7532588;NV2-H-8M-PK-R-SAPW-4P;18;"{""18"":""0,37"",""25"":""4,3""}"
7532588;NV2-H-8M-PK-R-SAPW-4P;21;"под приварку 1/4"""
7532588;NV2-H-8M-PK-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532588;NV2-H-8M-PK-R-SAPW-4P;82;PEEK
7532588;NV2-H-8M-PK-R-SAPW-4P;83;R
7532588;NV2-H-8M-PK-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532588;NV2-H-8M-PK-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532588;NV2-H-8M-PK-R-SAPW-4P;96;Тонкой регулировки
7532588;NV2-H-8M-PK-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532588;NV2-H-8M-PK-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532588;NV2-H-8M-PK-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532589;NV3-H-10M-PK-R-SAPW-4P;6;assets/images/NV_H_SAPW.jpg
7532589;NV3-H-10M-PK-R-SAPW-4P;16;"под приварку 1/4"""
7532589;NV3-H-10M-PK-R-SAPW-4P;17;414бар
7532589;NV3-H-10M-PK-R-SAPW-4P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532589;NV3-H-10M-PK-R-SAPW-4P;21;"под приварку 1/4"""
7532589;NV3-H-10M-PK-R-SAPW-4P;71;"от -54&#176;C до 232&#176;C"
7532589;NV3-H-10M-PK-R-SAPW-4P;82;PEEK
7532589;NV3-H-10M-PK-R-SAPW-4P;83;R
7532589;NV3-H-10M-PK-R-SAPW-4P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532589;NV3-H-10M-PK-R-SAPW-4P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532589;NV3-H-10M-PK-R-SAPW-4P;96;Тонкой регулировки
7532589;NV3-H-10M-PK-R-SAPW-4P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532589;NV3-H-10M-PK-R-SAPW-4P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532589;NV3-H-10M-PK-R-SAPW-4P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532590;NV3-H-12M-PK-R-SAPW-8P;6;assets/images/NV_H_SAPW.jpg
7532590;NV3-H-12M-PK-R-SAPW-8P;16;"под приварку 1/2"""
7532590;NV3-H-12M-PK-R-SAPW-8P;17;414бар
7532590;NV3-H-12M-PK-R-SAPW-8P;18;"{""18"":""0,73"",""25"":""6,3""}"
7532590;NV3-H-12M-PK-R-SAPW-8P;21;"под приварку 1/2"""
7532590;NV3-H-12M-PK-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532590;NV3-H-12M-PK-R-SAPW-8P;82;PEEK
7532590;NV3-H-12M-PK-R-SAPW-8P;83;R
7532590;NV3-H-12M-PK-R-SAPW-8P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532590;NV3-H-12M-PK-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532590;NV3-H-12M-PK-R-SAPW-8P;96;Тонкой регулировки
7532590;NV3-H-12M-PK-R-SAPW-8P;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532590;NV3-H-12M-PK-R-SAPW-8P;120;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532590;NV3-H-12M-PK-R-SAPW-8P;121;"<div class=""elemento info"" mat=""PEEK"">PEEK</div>"
7532591;NV4-H-12M-PK-R-SAPW-8P;6;assets/images/NV_H_SAPW.jpg
7532591;NV4-H-12M-PK-R-SAPW-8P;16;"под приварку 1/2"""
7532591;NV4-H-12M-PK-R-SAPW-8P;17;414бар
7532591;NV4-H-12M-PK-R-SAPW-8P;18;"{""18"":""1,8"",""25"":""9,5""}"
7532591;NV4-H-12M-PK-R-SAPW-8P;21;"под приварку 1/2"""
7532591;NV4-H-12M-PK-R-SAPW-8P;71;"от -54&#176;C до 232&#176;C"
7532591;NV4-H-12M-PK-R-SAPW-8P;82;PEEK
7532591;NV4-H-12M-PK-R-SAPW-8P;83;R
7532591;NV4-H-12M-PK-R-SAPW-8P;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532591;NV4-H-12M-PK-R-SAPW-8P;95;"R-Тонкой регулировки<br><img src=""assets/images/NV-needle-R.jpg"">"
7532591;NV4-H-12M-PK-R-SAPW-8P;96;Тонкой регулировки
